Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.864168137221035	-0.0564957494931941
		0.864219018534069	0.0362367971428568
		0.864242967745081	-0.0211247613253964
		0.86428910665156	0.0852290597244902
SNORD115-31	100033805	0.86441013526045	-0.0182703663287964
		0.86441013526045	-0.0422779841814052
		0.864439073027874	0.044897562354878
FAM104B	90736	0.864448231678933	-0.0517068895770976
HIST1H2BI	8346	0.864673445091497	-0.0784826694433098
		0.864683460373533	-0.0588633261428519
C1QTNF9	338872	0.864702684182144	0.0399297981190481
PTGDR2	11251	0.86472914584042	-0.052006276625848
		0.864754505619614	0.0326482868322007
SLAMF8	56833	0.864829952681091	-0.0499417570612222
DLG1	1739	0.864860975826883	0.0582795202120199
		0.864860975826883	-0.0827610536768706
YY2///MBTPS2	404281///51360	0.864860975826883	0.0527523979127018
ANKDD1B	728780	0.864860975826883	0.0245709794229039
		0.864860975826883	-0.0371380538299277
		0.864860975826883	-0.0277437201916095
		0.864872951604089	0.0138288710090722
ACRV1	56	0.864872951604089	0.0277876165544222
		0.864872951604089	0.0119354456281195
		0.864872951604089	0.037396490761906
		0.864872951604089	-0.0805537032414927
PRAMEF18///PRAMEF10	391003///343071	0.864872951604089	-0.0385475281541927
		0.864960707877901	0.0321951201643986
		0.864999298396086	0.0636347477868506
LOC554207	554207	0.864999298396086	0.0269969901224481
		0.864999298396086	-0.0151757112551016
		0.86500044457129	-0.0212421562018141
DLSTP1	1744	0.86500044457129	-0.0423166343843535
		0.865280526322899	0.0695795296122457
		0.86532593083624	-0.0445561716893401
HLA-DPA1	3113	0.865509963235652	0.246655359234696
SLC22A13	9390	0.865698852319363	0.0345245723911569
		0.865776630291218	-0.070802147019271
NEUROG2	63973	0.865851942896212	0.0331641588492069
AFF1	4299	0.865851942896212	0.0657591655068046
ZG16	653808	0.865958125309722	0.0288497880963732
DENND4A	10260	0.865958125309722	0.0582946753718847
		0.865958125309722	-0.0456610241417228
ANGEL1	23357	0.865958125309722	0.0550054633151937
CPA2	1358	0.865958125309722	0.0322796482698413
TACO1	51204	0.865996215822886	0.0429246067052169
OR4K15	81127	0.865998115558871	0.0413910505113368
		0.866143576715926	0.0200182682312917
MRPL13	28998	0.866277369410073	-0.0477097587131508
		0.866277369410073	0.0369932559387758
GRK2	156	0.866277369410073	-0.0484881835884376
RHOT1	55288	0.866471459841989	-0.0621799329875259
REM1	28954	0.866473684895862	0.0393313723696176
		0.866491328081086	-0.0646122979115642
		0.86650018077234	0.0462247956904793
VAV2	7410	0.86650018077234	0.0912058187528348
POLI	11201	0.86650018077234	0.0482000953333346
ZNF573	126231	0.86650018077234	0.0707198138820866
		0.866531189433911	-0.0335212251689319
		0.866545487666757	0.0656007693299339
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.866545487666757	0.0496152481394585
TOE1	114034	0.866545487666757	0.0480704585759648
		0.866574268372816	0.0367278278265313
GRM1	2911	0.866574268372816	0.025685622295919
PRR23C	389152	0.866574268372816	-0.0272425317777776
OR1C1	26188	0.866574268372816	0.0217449429115657
AQP12B///AQP12A	653437///375318	0.866710517844172	-0.044612419379817
WWTR1	25937	0.866710517844172	-0.0487039729138301
IP6K2	51447	0.866710517844172	0.0423374790952415
CD1C	911	0.866710517844172	-0.147621984911562
		0.866738152313002	0.0370408591927447
LRRC19	64922	0.866750881229021	-0.0192960289523803
		0.866750881229021	0.0569383626201811
IVL	3713	0.866799723344893	0.0330595032176886
PLXNB3	5365	0.866868914490458	0.0280458238854875
		0.866868914490458	-0.0575422901655318
		0.866933077341575	0.0353318587256268
		0.866933077341575	0.0618400922777771
PIGF	5281	0.86695767241225	-0.0511771461870749
ABCA11P///ZNF141	79963///7700	0.86695767241225	-0.134559890663263
LZTR1	8216	0.86695767241225	0.0421910876995497
ATP5D	513	0.866958679406374	0.0477483431405936
SNAPC4	6621	0.866982942428931	0.0254021700691638
		0.866994574299839	0.0190250166326544
		0.866995589666337	0.0222945315850347
UBTFL1	642623	0.866995589666337	-0.0626067387346931
CTF1	1489	0.867030590574033	-0.0342876966768699
OBP2A	29991	0.867423996810166	-0.0464569347278898
ST6GALNAC6	30815	0.867446681816913	-0.0573397771575959
		0.867545272716008	-0.0193758338038537
FBXL18	80028	0.867654688780901	0.0325918590362821
		0.867665847971071	0.0407799434614553
TMEM200B	399474	0.867665847971071	-0.039682755948979
AAK1	22848	0.867665847971071	-0.0973817135249417
		0.867693268379145	-0.0379798348390015
ERVH48-1	90625	0.867693268379145	-0.0846509021995443
		0.867693268379145	-0.0453545043639441
FPGT-TNNI3K///TNNI3K	100526835///51086	0.867787231552546	-0.0515552561507948
RAB18	22931	0.867787231552546	-0.0508802046564618
		0.867857850341893	0.0466171886904769
		0.867863901308066	-0.056307375861679
		0.867863901308066	0.0351556228934244
RGS22	26166	0.867863901308066	0.018305218318595
		0.867863901308066	0.0158547589977336
		0.868073054957635	-0.0355555141303823
LINC00893	100131434	0.868103812354468	0.0715394432777785
SNX19	399979	0.868103812354468	-0.0551469660736936
LOC389834	389834	0.868410088428901	-0.0957500110136049
		0.868410088428901	-0.0230557944614507
		0.868410088428901	0.09803581519955
SF3B5	83443	0.86850665755203	0.0529310229263089
PLAT	5327	0.868510411106443	-0.0316692430408141
SLC22A9	114571	0.868510411106443	-0.0255623920680259
MSI1	4440	0.868510411106443	0.0334829525918359
TRMU	55687	0.86852639019935	-0.044756379256234
LINC00336	401253	0.868526702530869	-0.0279957099263033
HMX2	3167	0.868526702530869	-0.0612524941247159
TNFRSF12A	51330	0.868578957685031	-0.0584826678333323
LRRC26	389816	0.868578957685031	-0.0359430259092948
		0.868578957685031	-0.0248243631065748
CYP2C19	1557	0.868588106776121	0.029800444731293
CTAG2	30848	0.868589358245335	-0.0516214422482957
CNTNAP5	129684	0.868589358245335	-0.0227100536360534
CYP2A13///CYP2A7///CYP2A6///CYP2A7	1553///1549///1548///1549	0.868589358245335	-0.0273693544217686
DRP2	1821	0.868794494211867	0.0411195277108858
PADI4	23569	0.868808856802529	-0.106595493369613
		0.869081576681855	-0.0368204393310645
PCP4	5121	0.869081576681855	-0.049086759650792
GEMIN7	79760	0.869081576681855	-0.0458363590600879
NCDN	23154	0.869159121833622	-0.0479628676133794
FAM166A	401565	0.86919959119122	-0.0302352197596374
		0.869202112016821	-0.0516914973072544
TRIM7	81786	0.869210260794588	-0.0342813450045334
RING1	6015	0.869234452673366	-0.0725778553355987
		0.869234452673366	-0.0475400338185934
FAM24A	118670	0.869236493660625	0.0318962102176865
		0.869236493660625	0.0209051871496602
		0.869405648186933	0.0335452798628131
		0.869407515560575	-0.0455974105419488
		0.869412842296633	0.0196152553707498
		0.869511373720601	0.048722642180274
CERS1///GDF1///CERS1///GDF1	10715///2657///10715///2657	0.869511373720601	-0.0319408151065748
NME3	4832	0.869511373720601	-0.0419797694569164
		0.869511373720601	0.0578481870124747
C9orf40	55071	0.869518965890988	0.0479584891507967
		0.869518965890988	-0.0669786527392269
HEY2	23493	0.869518965890988	-0.0803122902789108
		0.869541019495415	-0.0362850623333322
		0.869546858458449	-0.0287791567675733
		0.869562453936886	0.0458438909478485
		0.869562453936886	0.0411487890294779
		0.869595990027247	-0.0362928599240355
RABL2A///RABL2B	11159///11158	0.869595990027247	-0.0499770397902477
OR51I1	390063	0.869595990027247	0.0422172606598648
CRYBB1	1414	0.86961371215474	0.0299856072460329
LOC728196///MIR34C	728196///407042	0.86969942429116	0.0204311906564629
UBE2O	63893	0.869713356261463	-0.0417895240362807
NTRK3	4916	0.869743076378926	-0.0368453083344651
LINC00661	126536	0.869745260763216	-0.0313144968163237
TMSB10	9168	0.869745260763216	-0.0646024056904722
OR10V1	390201	0.869864065128563	0.0320162953129275
TYRP1	7306	0.869902717487265	0.022914020434242
PCDHA12	56137	0.869902717487265	-0.0489230871734696
DOK2	9046	0.869902717487265	0.0902286425873031
		0.869902717487265	-0.0392338958571425
		0.869940298442093	-0.0598869679648502
		0.870016414026615	-0.0692694838480739
GOSR2	9570	0.870057972975017	-0.0449294416904769
LOC102725104///LOC101059935///ANKRD20A8P	102725104///101059935///729171	0.87006881516449	-0.0833633679648522
		0.87006881516449	0.0130730390408167
LILRA1	11024	0.870071613095214	-0.142097070324258
DCLK2	166614	0.87030012128544	-0.0598553156247137
CD24	100133941	0.87030012128544	-0.232924824518138
		0.870333769957982	0.0154535595521543
NPSR1-AS1	404744	0.870333769957982	-0.0185242546235824
CDKN2AIPNL	91368	0.87050631309814	-0.0670850255680229
CACNA1G	8913	0.870552892719785	0.0227481046405904
OXT	5020	0.870552892719785	0.028070506653064
		0.870599706453477	0.0459144979761952
KLHDC3	116138	0.870599706453477	-0.0393762026031705
UGT2B4	7363	0.870599706453477	-0.0185412995850327
FXYD5	53827	0.870599706453477	-0.0630386983854816
		0.870606341281353	-0.0594990904455752
GPR146	115330	0.870716881580623	0.0815441743072567
		0.870900458483354	-0.0400331505668916
FERMT2	10979	0.870984560674	0.0860543873276645
CORO6	84940	0.871052441469495	-0.0432727316473898
KCND1	3750	0.871060986021964	-0.042497269210882
		0.871060986021964	0.0107988011870748
HSPB9	94086	0.871060986021964	-0.0286426446009065
WBSCR28	135886	0.871063303171761	0.0325136692120198
PTCHD4	442213	0.871166878644651	0.0495836981383224
FGF19	9965	0.871168684531111	-0.0306681645158715
SNORD115-42///SNORD115-40///SNORD115-21///SNORD115-6	100033816///100033814///100033603///100033443	0.871261096694159	-0.0168182973321986
RNASE12///RNASE11	493901///122651	0.871261096694159	-0.0223922615793644
		0.871366151955312	0.0622594127517013
		0.87138955130347	0.0208677856111108
MSMB	4477	0.871477312301381	-0.024682437309524
TMED2	10959	0.871477312301381	-0.0417803020147449
		0.871486298356063	-0.0316843736281118
LINC00341	79686	0.871486298356063	-0.0705734498492054
		0.871486298356063	-0.0224823233492057
MYL9	10398	0.871486298356063	0.0528436273605468
MYOZ1	58529	0.871486298356063	0.0263810754161011
		0.871486298356063	-0.0280689917777774
		0.871486298356063	0.0581762965272121
PQLC2	54896	0.871486298356063	-0.0369326295929735
TEX37	200523	0.871515857795401	-0.0299466433140578
ACVR2B	93	0.871515857795401	-0.0614710881984122
		0.871515857795401	0.0669203155419531
NUPL2	11097	0.871614244590396	-0.04739510775737
MMADHC	27249	0.871614244590396	-0.0451780736009031
CTAG1A///CTAG2///CTAG1B	246100///30848///1485	0.871617155056833	-0.0345089941439873
PARVG	64098	0.871649558143543	-0.0814209299024942
		0.871686306436726	0.0405703728673474
		0.871686306436726	-0.0401228823673452
		0.871686306436726	0.033474831964853
DEUP1	159989	0.871741950892513	-0.036651432045351
		0.871857152329668	0.0619774986734747
FBXL21	26223	0.871883220232494	-0.0211052193548751
OR11H12///OR11H1	440153///81061	0.871991930325941	0.0337189191417222
NPIPB9///NPIPB5///NPIPB6///NPIPB3	100507607///100132247///728741///23117	0.872141946466063	0.0819766336088446
TDH	157739	0.872141946466063	-0.0349773578605426
		0.872141946466063	-0.032936956515873
		0.872141946466063	0.0228819962879818
		0.872141946466063	0.068633109424038
		0.872156668171848	-0.022349619714285
SULT2A1	6822	0.872268585341286	-0.0266176895600916
EPHA3	2042	0.872427459717498	-0.0903998205260774
FKBP10	60681	0.872443106652061	0.039315587757371
PARD3B	117583	0.872482210619062	-0.0461335662301563
		0.872482210619062	-0.0544887978775517
CHRNA2	1135	0.872482210619062	-0.0248056977380928
OR4C45	403257	0.872482210619062	0.0199535432913844
FAM96A	84191	0.872542946496834	-0.0646373594104315
		0.872553012260424	-0.0633108276099765
EDDM3B	64184	0.872566110963741	0.0193705696281183
		0.872567429825704	0.013739681581634
PRSS3P2///PRSS2///PRSS3P2///PRSS2	154754///5645///154754///5645	0.872582366094149	0.0789036611213136
		0.87267867555222	-0.0432232523616776
		0.872725210155247	-0.0515928004716546
BPIFB3	359710	0.872787826652312	-0.0371408481473932
MMEL1	79258	0.872817593448771	0.0246303014036284
		0.872822857770946	-0.0462136060430831
		0.872826502891989	0.0317240714240352
GALNT15	117248	0.872833065312854	-0.0249291718548763
CYP3A7-CYP3A51P///CYP3A7	100861540///1551	0.872833065312854	-0.0191242362199535
COX8A	1351	0.872872609197794	-0.0478063227142851
MRPS14	63931	0.872872609197794	-0.0438522660079332
NEURL3	93082	0.872910993761716	-0.0342746597800447
FIBIN	387758	0.872910993761716	-0.0268664168696131
		0.872910993761716	-0.0361076847414949
NOL4	8715	0.872910993761716	-0.0259501660249435
		0.872910993761716	0.0356456480385514
		0.872910993761716	-0.0176322356950114
		0.872910993761716	0.0468854465374182
		0.872953540451592	0.0159756179795925
TRA2A	29896	0.872967734752238	-0.0558160467857114
SLC38A1	81539	0.872967734752238	0.119383023814061
TMSB15A	11013	0.873058672949441	0.0743535584024935
OR1S2	219958	0.873291354101507	-0.0281503084716537
OR2W1	26692	0.873299966546824	-0.0229515136122433
		0.873299966546824	0.0297019047664415
CFHR5	81494	0.873299966546824	-0.0195120656530614
OR2Y1	134083	0.873299966546824	0.0259126076145151
KRT39	390792	0.873299966546824	-0.0176973761133783
GPR20	2843	0.873335016402169	-0.0342161899104285
OPLAH	26873	0.873335016402169	-0.0497934661677979
		0.873335016402169	0.0309388545668945
		0.873335016402169	-0.0692415639251713
B4GALT7	11285	0.873403543555789	-0.0377563863310622
		0.873403543555789	0.0879393975589586
DNAH8	1769	0.873403543555789	-0.0385945228911568
SART3	9733	0.873403543555789	0.0667524614954678
		0.873403543555789	-0.0645008246326473
LOC101929469	101929469	0.873403543555789	0.0477248036746039
ZNF214	7761	0.873403543555789	0.026592376221088
DOCK2	1794	0.873403543555789	-0.0899314681927379
IGF2-AS	51214	0.873450692975838	-0.0311577701916095
		0.873502793584222	0.0952575197301631
SH2D4B	387694	0.873580077817341	-0.0998005206156476
MID1IP1	58526	0.873598982739387	0.0578769270861708
ARHGEF28	64283	0.873598982739387	0.0317138356224493
RNF150	57484	0.873598982739387	-0.0834243501315193
SYT12	91683	0.873634456770229	0.0283725430634929
		0.87370638162666	-0.017941504729023
TMEM247	388946	0.873706420965002	-0.0362453652687051
DISP2	85455	0.873871854988037	-0.0257934048287964
GALR3	8484	0.873871854988037	0.0329845306247165
GNPDA2	132789	0.873871854988037	-0.0886801195136053
KCNH8	131096	0.873921465104809	-0.0816527537369609
		0.873921465104809	-0.015242609154194
		0.87408463752275	-0.0215485821303845
		0.874136792281493	-0.06197765081179
OVOL1	5017	0.874147154354549	-0.0277650788866195
		0.874147154354549	0.0176702946757374
SCUBE2	57758	0.874418579829083	-0.0270715903310657
PLPP1	8611	0.874490723076579	-0.0885954534920623
MARC1	64757	0.874505438734404	0.1009069379161
		0.874505438734404	-0.0675399538775467
PDLIM4	8572	0.874505438734404	-0.0337227679954655
		0.874548248363911	-0.140525805729022
SLC6A6	6533	0.874684057029572	-0.0782840240340121
		0.874847126040801	-0.139669207427435
KCNH1	3756	0.87497296861896	0.0241633523922902
SEC14L5	9717	0.874998268290106	0.03040278676644
KCNIP3	30818	0.875007130759938	-0.0343796051190486
		0.875007130759938	0.0553466530396829
		0.875169227528587	0.075319764905899
LOC642316	642316	0.875224715448995	0.0242930085771005
SIX1	6495	0.875228586030321	-0.0349428449478451
SRXN1	140809	0.875228586030321	0.114895483941043
		0.875244464023137	0.0292669613333336
		0.875301607026931	-0.0418336018321996
SPX	80763	0.875308612314074	0.046936785626984
POMP	51371	0.875308612314074	-0.0569661293628148
		0.875409516099784	-0.0638651833560067
POU2F1	5451	0.875414251132756	-0.0678819955442123
NLK	51701	0.875481846904942	-0.0704476671349186
		0.875481846904942	-0.0178609020430827
NSMCE4A	54780	0.875481846904942	-0.0614994670238085
MAPK4	5596	0.875481846904942	0.0283864423299365
TUBGCP2	10844	0.875481846904942	0.0280288854013637
ABCC3	8714	0.875540557876992	0.0378886901133795
BMP4	652	0.875540557876992	-0.0595809640918361
		0.875730215166747	0.0693512387630379
PIK3AP1	118788	0.875730215166747	-0.130630771941043
SIX3	6496	0.875730215166747	-0.040028072215418
DHRS3	9249	0.875730215166747	-0.106771172843537
COQ7	10229	0.87585217642335	0.0466094458310673
TM6SF1	53346	0.875853251590994	0.16081160426304
ATP13A5	344905	0.875853251590994	-0.0221385862380936
OMD	4958	0.875853251590994	0.0175235418866229
		0.875853251590994	0.0177244367551022
EPB41L3	23136	0.875862333760866	0.0929307294829949
		0.875884312228055	0.081796646106576
C7orf49	78996	0.875884312228055	0.0396048580340169
KALRN	8997	0.875898173023643	-0.0359463792732413
		0.875975344243464	0.0307816323560113
		0.875975344243464	0.0231330558628118
TUBB2B	347733	0.875975344243464	-0.0390900232426308
IQSEC3	440073	0.875975344243464	-0.0600202523582709
WNT7B	7477	0.876222926008828	0.0256914908027222
		0.876254944550693	0.0885051933548744
LOC102725104///ANKRD20A21P///LOC101059935///ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102725104///102723552///101059935///100874392///729171///728747///441430///441425///440482///84210	0.876295204070775	-0.0744736590578228
ESRRB	2103	0.876314398817018	0.0353237458979585
ACTR3B	57180	0.876420086516627	-0.0486718711859435
		0.876753767205571	-0.0329663337913804
		0.876753767205571	-0.0248682517108838
		0.876753767205571	0.0284586934138344
		0.876838937325485	-0.0211751726303846
		0.876838937325485	-0.0435570443900217
SLC19A3	80704	0.876913649691651	-0.023808707608842
		0.876913649691651	-0.0309069664693875
CLDN14	23562	0.876913649691651	0.0331138858662126
C1orf100	200159	0.87693989354009	-0.0362034372108839
CASC3	22794	0.87693989354009	-0.031722493410431
ZFP30	22835	0.87693989354009	0.0759075681972794
ATP5J2-PTCD1///PTCD1	100526740///26024	0.877095760423923	-0.0340974168424051
		0.877138292209355	-0.0322591180272074
SLC22A3	6581	0.877138292209355	-0.0251287089750565
CCBE1	147372	0.877226923153467	-0.023764259261903
OR2J3///OR2J2	442186///26707	0.877226923153467	-0.0347623834331068
		0.877259715882951	-0.0135614286904753
OR10A2///OR10A5	341276///144124	0.877314014183927	-0.0230693989739201
		0.877314014183927	-0.0321736272233553
TRIM74///TRIM73///TRIM50	378108///375593///135892	0.877681776090963	-0.0422189304387741
PLG	5340	0.87768544083907	-0.0321579465056665
SMOC2	64094	0.877775134399317	0.0325020654523795
		0.877831626733652	-0.0479111927142855
DLL3	10683	0.877996710070886	-0.0402567559829903
		0.878032452747967	-0.0289960983446651
		0.878150500821038	-0.049652660651927
		0.878150500821038	-0.0324825552959189
C17orf97	400566	0.878286863052413	-0.0472918674988669
SLC4A11	83959	0.878286863052413	0.0407471913503406
		0.878311507184694	0.0720100845952376
		0.878376740872069	0.0780170920510246
ARHGAP42	143872	0.878376740872069	-0.0354704741757352
PTH2	113091	0.878458866465612	-0.0392666250419502
MS4A6E	245802	0.878458866465612	-0.0232022009036275
DNAH6	1768	0.878458866465612	0.0586661904115644
		0.878485658223828	0.0212513606337876
TACR3	6870	0.878607637268788	-0.0219120971496594
		0.878653295971417	-0.0414775491859407
FGF8	2253	0.878653295971417	-0.0302575615736922
KCNH4	23415	0.878653295971417	-0.0342387276950085
CYP8B1	1582	0.878775394475162	-0.0293853499115633
		0.878779819642663	-0.0183945335453508
TMEM108	66000	0.878885349043215	-0.029306803225623
LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5	101930169///653619///645425///440561///440560///400735///343070///343068	0.878898784365257	-0.0318384084931957
HS6ST2	90161	0.878898784365257	-0.0440522842210873
PAQR6	79957	0.878898784365257	-0.0412638405328787
		0.878970921571426	0.0277848451201819
VANGL2	57216	0.878970921571426	-0.0402668458696134
		0.878970921571426	-0.0422587235068015
		0.879000772413209	-0.0306295004331059
CSF2RB	1439	0.879000772413209	-0.128596330365075
NME5	8382	0.879026736250297	-0.0233488508605433
		0.879072788648492	0.0371972717097524
		0.879072788648492	-0.0342857377290215
ADIPOR2	79602	0.879072788648492	-0.0452935646156449
CACNA1C	775	0.879072788648492	-0.0441795688412707
SYAP1	94056	0.879072788648492	-0.0514046932800438
EPB41L1	2036	0.879072788648492	-0.0264573332176852
		0.879072788648492	-0.0540729018956903
		0.879285561978555	-0.0465693751802707
		0.879285561978555	-0.0648444505793639
TBC1D13	54662	0.879314500714815	0.0302696775272127
		0.879337433031523	-0.0500956808832171
		0.879337433031523	0.091319331626984
SLC12A8	84561	0.879375609593282	0.0500283080260751
		0.879386815891442	-0.0483650277857128
		0.879394210455185	-0.0654121377006809
		0.879479828222988	0.049303860004537
ARMCX6	54470	0.87950762048844	0.0516585164410426
		0.879518244584734	0.0214317637743786
		0.879612972040712	0.0707836737834482
		0.879627531474502	0.0793043278253975
CCDC125	202243	0.87973660674412	-0.0702315839092957
		0.879917851009486	0.0337453446757379
TCEAL2	140597	0.88019942164389	-0.0358170100714261
		0.88019942164389	-0.0147490207380949
		0.88027687468394	-0.0475972078072546
GDF6	392255	0.880277869104601	-0.0360212228140595
		0.880292568222807	0.042246421181412
FAM167B	84734	0.880292568222807	-0.0270532906893441
		0.880292568222807	-0.0403442554875282
LTB4R2///LTB4R	56413///1241	0.880343394612168	-0.0294253714852593
PGF	5228	0.880343394612168	0.0293455470068036
SPPL3///SPPL3	121665///121665	0.880384827190802	0.026204270648531
		0.880466685696507	-0.0286732517097499
		0.880522186294203	0.0503721622018176
TMPRSS2///LOC285847///FKBP5	7113///285847///2289	0.880618506722399	0.0244988202913841
OR5T3	390154	0.880618506722399	-0.0132242079501124
KCNJ11	3767	0.880618506722399	-0.0266370945634913
ALG13	79868	0.880737637539423	0.0502298467437674
		0.880737637539423	-0.0116219830963713
		0.880771551994348	0.0180034801405893
FAM179B	23116	0.880850954755297	0.062053109504534
		0.8809118102934	-0.0758509801814053
		0.880956176444651	-0.0122249497596361
		0.880959263080123	-0.0182153861893415
		0.880980208609813	0.0619787485442189
TXNDC8	255220	0.880980208609813	0.017061026323129
		0.880980208609813	-0.0870474015283422
BROX	148362	0.881073849080895	-0.0391301609126948
ABCG4	64137	0.881114287831467	-0.0320468536927425
		0.881192454364326	0.0192367207086175
		0.881203203786809	-0.0130796188798179
C11orf87	399947	0.88140379684261	0.0274781983900239
SLC5A2	6524	0.88140379684261	-0.0248777698401348
SAXO2	283726	0.881498012846203	-0.0524151593344686
		0.881548247916238	0.0215033841893431
		0.881563909083412	-0.0207787597800437
KRTAP9-6///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9	100507608///85280///83901///83900///83899///81870	0.881694408888922	-0.0285082845442162
		0.881845507961599	-0.0133111232891148
		0.881845507961599	-0.0252062581451238
DBIL5P	100131454	0.881878883979422	-0.0398153926700715
		0.881887943747986	0.0221106109365072
C1QTNF2	114898	0.882111252308668	0.0244309379455796
MYLPF	29895	0.882111252308668	0.0278153417641738
		0.882163391798072	0.0169330934818603
PACS2	23241	0.882397956188705	0.0286851494750584
RASSF9	9182	0.882443166666657	-0.0314696258718814
BAHD1	22893	0.882489551828959	0.026556390642857
ART5	116969	0.882489551828959	-0.0402708158752816
		0.882489551828959	-0.0353449938854862
SNORA41	619569	0.882525460279671	-0.0782653131870736
		0.882535177488935	-0.0188755185136054
SRPX2	27286	0.882535177488935	-0.026435571190476
MIR2682///MIR137HG	100616452///400765	0.882535177488935	0.04508711588322
COX8C	341947	0.882535177488935	-0.059120904073696
		0.882681558065276	0.0802022216655356
		0.882705902635201	0.033650847362813
EMX1	2016	0.882733499743797	-0.0236251810487529
		0.882733843621366	0.0476624017120177
LMO7DN	729420	0.882935380794955	-0.0349745973401356
		0.882935380794955	0.0490424572789117
PRDX2	7001	0.882993465180698	0.0419602781111097
ZNF322	79692	0.882998301598798	0.0632912238163277
		0.883003945148399	-0.0239818262777765
SNAPC2	6618	0.883034609711459	-0.0393489034274381
OR2L2	26246	0.883085663914779	0.0792315804127002
KRTAP19-8	728299	0.883085663914779	-0.0317238954455781
IGLON5	402665	0.883085663914779	0.0369574938083908
PLA1A	51365	0.883085663914779	0.0261593866598622
		0.883085663914779	0.0382233391984146
		0.883085663914779	0.0222581411632663
		0.883275290776195	-0.0247177975328787
LOC105379252///FAM95B1///FAM95A	105379252///100133036///90499	0.883281744604218	0.0365541335249437
FETUB	26998	0.883281744604218	-0.02264613620068
ZNF503-AS2	100131213	0.883297318361779	-0.0376237979512455
TCP10L	140290	0.883431128549149	-0.026963593770974
KCNAB1	7881	0.883456630331571	-0.0344473220192731
		0.883482234970488	-0.0145427527777775
RAP2A	5911	0.883513880392531	0.054209052236958
OR51F1	256892	0.883513880392531	0.0231445789478464
PHACTR3	116154	0.883544772435437	-0.0833188903027207
		0.883581296979972	-0.0507271889523784
RNASE6	6039	0.883631798829271	0.131808606390023
		0.883631798829271	-0.0464567285272093
RORB	6096	0.883737617010722	-0.100074556358275
NELL1	4745	0.883737617010722	-0.0905033540827653
		0.883972504274072	-0.0468361198208611
		0.884011722349709	-0.0139254727086167
CLEC7A	64581	0.884119311003373	0.145747147990931
IFITM3	10410	0.884222722238168	-0.15417976983673
		0.884222722238168	-0.0188531800555554
PRPSAP2	5636	0.884222722238168	-0.0394776400600874
OR1L6	392390	0.884272137371648	0.0287306122448991
LOC149373	149373	0.884272137371648	-0.0333172725555553
PINK1-AS	100861548	0.884428618081219	-0.0519872849739222
		0.884428618081219	0.012942511657597
		0.884449746466675	-0.0183827901768701
SNORA46	677827	0.884685604366187	-0.0667460825158726
SYNJ1	8867	0.884685604366187	-0.0498510750623566
		0.884700050761736	-0.0404674334863921
		0.884722653301226	-0.0335830924705185
ACSM1	116285	0.88497931150508	-0.0293377145419473
TAAR1	134864	0.88497931150508	0.0205912779603179
ZNF816	125893	0.885044644674764	-0.0495524197482968
OR2AG1	144125	0.88505171086129	0.0300281130702968
FGF17	8822	0.88505171086129	-0.0272928958095218
		0.885271980822856	0.038490923976191
		0.885283512944629	0.0821575455657628
EPHX3	79852	0.885333623390184	-0.0233400783424029
		0.885432610997194	-0.0261514822585003
		0.885509408110192	-0.0233732194693865
DYM	54808	0.885509408110192	-0.0512569700600842
RFTN1	23180	0.885623131176601	-0.0259974678061203
LOC100101148///LOC541473///FKBP6	100101148///541473///8468	0.885631252805999	-0.0390852758219946
NUDT16P1	152195	0.885631252805999	0.0537596681768724
		0.885631252805999	-0.0249820097278897
SCG3	29106	0.885631252805999	-0.0447402716315195
OSCP1	127700	0.885634666934885	-0.0296417830578211
VSNL1	7447	0.885634666934885	-0.0212161563673448
LOC100132014	100132014	0.885634666934885	0.0335495214183696
		0.885634666934885	-0.0284577692063475
CDK14	5218	0.885642675278161	0.155527107429707
		0.885676562327915	-0.0568726361077108
LOC105369209	105369209	0.885862894842146	-0.0250445126303838
FAM86C2P	645332	0.885862894842146	0.0365360053503405
		0.885875243608942	0.0626717808741502
SH2D7	646892	0.885890091290307	-0.0240766586530592
EXOC3L2	90332	0.885956882841061	-0.0355628652380933
		0.885959953503424	0.0359559700963716
NCAN	1463	0.886028275944749	-0.026590325225623
		0.886054282614539	-0.0291739144841245
		0.886092056937032	0.0177100307698428
ZNF362	149076	0.886384156988418	-0.0529546503707454
NSFL1C	55968	0.886384156988418	0.0387124790204059
GOLM1	51280	0.886384156988418	0.0952135823809517
GRIN2A	2903	0.886415763219012	0.0237884361938785
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.886415763219012	-0.0486585595226732
		0.88643652857795	0.072420454750568
SLC18A2	6571	0.88643652857795	0.0954087136655337
LRRTM4	80059	0.886439882943515	0.0232752001530638
PCDHB17P	54661	0.886439882943515	0.0252898944047617
		0.886528054951634	-0.0138602536893426
CAMSAP1	157922	0.886528054951634	-0.0381687463106557
SPATA42	642864	0.886533896152702	-0.0222073584342395
